neighborhood,borough,date,discountShare,medianAskingRent,totalInventory
Astoria,Queens,1/1/19,0.169,2199,1635
Astoria,Queens,2/1/19,0.169,2200,1602
Astoria,Queens,3/1/19,0.177,2200,1749
Astoria,Queens,4/1/19,0.159,2200,1801
Astoria,Queens,5/1/19,0.16,2250,1853
Astoria,Queens,6/1/19,0.163,2300,1686
Astoria,Queens,7/1/19,0.131,2350,1868
Astoria,Queens,8/1/19,0.154,2350,1642
Astoria,Queens,9/1/19,0.169,2350,1414
Astoria,Queens,10/1/19,0.175,2350,1422
Astoria,Queens,11/1/19,0.164,2300,1211
Astoria,Queens,12/1/19,0.145,2298,1056
Astoria,Queens,1/1/20,0.153,2329,1160
Astoria,Queens,2/1/20,0.126,2395,1145
Astoria,Queens,3/1/20,0.151,2300,1043
Astoria,Queens,4/1/20,0.139,2300,825
Astoria,Queens,5/1/20,0.164,2275,1344
Astoria,Queens,6/1/20,0.174,2245,1991
Astoria,Queens,7/1/20,0.205,2200,2545
Astoria,Queens,8/1/20,0.208,2155,2819
Astoria,Queens,9/1/20,0.209,2100,2983
Astoria,Queens,10/1/20,0.193,2000,3393
Astoria,Queens,11/1/20,0.175,2000,3085
Astoria,Queens,12/1/20,0.147,1995,3005
Astoria,Queens,1/1/21,0.153,1950,3239
Astoria,Queens,2/1/21,0.143,1950,2880
Astoria,Queens,3/1/21,0.131,1900,3278
Astoria,Queens,4/1/21,0.116,1950,2845
Astoria,Queens,5/1/21,0.113,1999,2701
Astoria,Queens,6/1/21,0.131,2000,2421
Astoria,Queens,7/1/21,0.088,2100,2078
Astoria,Queens,8/1/21,0.108,2200,1906
Astoria,Queens,9/1/21,0.1,2200,1775
Astoria,Queens,10/1/21,0.099,2200,1750
Astoria,Queens,11/1/21,0.102,2200,1649
Astoria,Queens,12/1/21,0.089,2250,1396
Astoria,Queens,1/1/22,0.096,2253,1274
Astoria,Queens,2/1/22,0.095,2300,1185
Astoria,Queens,3/1/22,0.09,2350,1154
Auburndale,Queens,1/1/19,0.125,2045,16
Auburndale,Queens,2/1/19,0.062,2045,16
Auburndale,Queens,3/1/19,0.19,1995,21
Auburndale,Queens,4/1/19,0.2,1998,20
Auburndale,Queens,5/1/19,0.05,1998,20
Auburndale,Queens,6/1/19,0,1900,13
Auburndale,Queens,7/1/19,0.4,1650,15
Auburndale,Queens,8/1/19,0.091,2198,22
Auburndale,Queens,9/1/19,0.087,2100,23
Auburndale,Queens,10/1/19,0.241,2100,29
Auburndale,Queens,11/1/19,0.375,2177,16
Auburndale,Queens,12/1/19,0.095,1900,21
Auburndale,Queens,1/1/20,0.192,1895,26
Auburndale,Queens,2/1/20,0.25,2000,20
Auburndale,Queens,3/1/20,0.222,1998,18
Auburndale,Queens,4/1/20,0,0,8
Auburndale,Queens,5/1/20,0.15,1998,20
Auburndale,Queens,6/1/20,0.118,1995,17
Auburndale,Queens,7/1/20,0,1823,10
Auburndale,Queens,8/1/20,0.143,2000,21
Auburndale,Queens,9/1/20,0.158,2095,19
Auburndale,Queens,10/1/20,0.25,2073,16
Auburndale,Queens,11/1/20,0.176,2000,17
Auburndale,Queens,12/1/20,0.071,2152,14
Auburndale,Queens,1/1/21,0.143,2212,14
Auburndale,Queens,2/1/21,0.071,2100,14
Auburndale,Queens,3/1/21,0.053,2195,19
Auburndale,Queens,4/1/21,0.235,2000,17
Auburndale,Queens,5/1/21,0.143,2000,14
Auburndale,Queens,6/1/21,0.067,2195,15
Auburndale,Queens,7/1/21,0,2125,10
Auburndale,Queens,8/1/21,0,0,9
Auburndale,Queens,9/1/21,0.083,2615,12
Auburndale,Queens,10/1/21,0,2407,10
Auburndale,Queens,11/1/21,0,0,9
Auburndale,Queens,12/1/21,0,0,8
Auburndale,Queens,1/1/22,0,0,4
Auburndale,Queens,2/1/22,0,0,4
Auburndale,Queens,3/1/22,0,2500,16
Bath Beach,Brooklyn,1/1/19,0.061,1700,49
Bath Beach,Brooklyn,2/1/19,0.07,1575,57
Bath Beach,Brooklyn,3/1/19,0.08,1695,75
Bath Beach,Brooklyn,4/1/19,0.192,1675,73
Bath Beach,Brooklyn,5/1/19,0.067,1695,75
Bath Beach,Brooklyn,6/1/19,0.148,1750,61
Bath Beach,Brooklyn,7/1/19,0.018,1799,55
Bath Beach,Brooklyn,8/1/19,0.133,1795,30
Bath Beach,Brooklyn,9/1/19,0.1,1795,40
Bath Beach,Brooklyn,10/1/19,0.098,1850,51
Bath Beach,Brooklyn,11/1/19,0.128,1795,39
Bath Beach,Brooklyn,12/1/19,0.091,1795,33
Bath Beach,Brooklyn,1/1/20,0.081,1795,37
Bath Beach,Brooklyn,2/1/20,0.103,1900,29
Bath Beach,Brooklyn,3/1/20,0,2025,22
Bath Beach,Brooklyn,4/1/20,0,0,9
Bath Beach,Brooklyn,5/1/20,0,1875,10
Bath Beach,Brooklyn,6/1/20,0.048,1800,21
Bath Beach,Brooklyn,7/1/20,0.091,1900,22
Bath Beach,Brooklyn,8/1/20,0.08,2000,25
Bath Beach,Brooklyn,9/1/20,0.114,1795,35
Bath Beach,Brooklyn,10/1/20,0,1700,33
Bath Beach,Brooklyn,11/1/20,0.211,1785,38
Bath Beach,Brooklyn,12/1/20,0.167,1695,66
Bath Beach,Brooklyn,1/1/21,0.075,1698,80
Bath Beach,Brooklyn,2/1/21,0.123,1750,81
Bath Beach,Brooklyn,3/1/21,0.043,1799,69
Bath Beach,Brooklyn,4/1/21,0.069,1750,87
Bath Beach,Brooklyn,5/1/21,0.103,1733,68
Bath Beach,Brooklyn,6/1/21,0.078,1799,77
Bath Beach,Brooklyn,7/1/21,0.09,1700,78
Bath Beach,Brooklyn,8/1/21,0.06,1750,67
Bath Beach,Brooklyn,9/1/21,0.083,1699,48
Bath Beach,Brooklyn,10/1/21,0.044,1699,68
Bath Beach,Brooklyn,11/1/21,0.055,1750,55
Bath Beach,Brooklyn,12/1/21,0.106,1750,47
Bath Beach,Brooklyn,1/1/22,0.058,1750,52
Bath Beach,Brooklyn,2/1/22,0.039,1675,51
Bath Beach,Brooklyn,3/1/22,0.062,1850,64
Battery Park City,Manhattan,1/1/19,0.183,4360,218
Battery Park City,Manhattan,2/1/19,0.177,4498,186
Battery Park City,Manhattan,3/1/19,0.236,4305,220
Battery Park City,Manhattan,4/1/19,0.212,4460,231
Battery Park City,Manhattan,5/1/19,0.195,4950,231
Battery Park City,Manhattan,6/1/19,0.194,5200,227
Battery Park City,Manhattan,7/1/19,0.199,5278,206
Battery Park City,Manhattan,8/1/19,0.203,4700,207
Battery Park City,Manhattan,9/1/19,0.238,4659,185
Battery Park City,Manhattan,10/1/19,0.175,4923,206
Battery Park City,Manhattan,11/1/19,0.214,5271,154
Battery Park City,Manhattan,12/1/19,0.273,4995,150
Battery Park City,Manhattan,1/1/20,0.186,4416,172
Battery Park City,Manhattan,2/1/20,0.122,4154,156
Battery Park City,Manhattan,3/1/20,0.151,4172,146
Battery Park City,Manhattan,4/1/20,0.212,4190,137
Battery Park City,Manhattan,5/1/20,0.153,4495,248
Battery Park City,Manhattan,6/1/20,0.17,4460,311
Battery Park City,Manhattan,7/1/20,0.216,4216,384
Battery Park City,Manhattan,8/1/20,0.32,4216,400
Battery Park City,Manhattan,9/1/20,0.277,4129,405
Battery Park City,Manhattan,10/1/20,0.277,3900,426
Battery Park City,Manhattan,11/1/20,0.277,3750,401
Battery Park City,Manhattan,12/1/20,0.148,3800,378
Battery Park City,Manhattan,1/1/21,0.253,3750,364
Battery Park City,Manhattan,2/1/21,0.14,3900,335
Battery Park City,Manhattan,3/1/21,0.184,3955,354
Battery Park City,Manhattan,4/1/21,0.077,3973,336
Battery Park City,Manhattan,5/1/21,0.051,3889,276
Battery Park City,Manhattan,6/1/21,0.054,4055,221
Battery Park City,Manhattan,7/1/21,0.102,4300,166
Battery Park City,Manhattan,8/1/21,0.205,4450,132
Battery Park City,Manhattan,9/1/21,0.299,4350,97
Battery Park City,Manhattan,10/1/21,0.232,4250,99
Battery Park City,Manhattan,11/1/21,0.33,4398,100
Battery Park City,Manhattan,12/1/21,0.261,5255,92
Battery Park City,Manhattan,1/1/22,0.263,5044,99
Battery Park City,Manhattan,2/1/22,0.188,5100,96
Battery Park City,Manhattan,3/1/22,0.171,4775,117
Bay Ridge,Brooklyn,1/1/19,0.115,1900,541
Bay Ridge,Brooklyn,2/1/19,0.111,1999,539
Bay Ridge,Brooklyn,3/1/19,0.102,2000,566
Bay Ridge,Brooklyn,4/1/19,0.112,1980,581
Bay Ridge,Brooklyn,5/1/19,0.11,1950,609
Bay Ridge,Brooklyn,6/1/19,0.142,1900,542
Bay Ridge,Brooklyn,7/1/19,0.115,1900,547
Bay Ridge,Brooklyn,8/1/19,0.107,1950,533
Bay Ridge,Brooklyn,9/1/19,0.145,1895,442
Bay Ridge,Brooklyn,10/1/19,0.131,1900,475
Bay Ridge,Brooklyn,11/1/19,0.107,2000,411
Bay Ridge,Brooklyn,12/1/19,0.107,1950,335
Bay Ridge,Brooklyn,1/1/20,0.134,1899,359
Bay Ridge,Brooklyn,2/1/20,0.132,2000,318
Bay Ridge,Brooklyn,3/1/20,0.135,2100,266
Bay Ridge,Brooklyn,4/1/20,0.05,2071,160
Bay Ridge,Brooklyn,5/1/20,0.094,1999,233
Bay Ridge,Brooklyn,6/1/20,0.103,2000,301
Bay Ridge,Brooklyn,7/1/20,0.119,2000,403
Bay Ridge,Brooklyn,8/1/20,0.152,1950,479
Bay Ridge,Brooklyn,9/1/20,0.188,1950,549
Bay Ridge,Brooklyn,10/1/20,0.208,1850,616
Bay Ridge,Brooklyn,11/1/20,0.161,1800,565
Bay Ridge,Brooklyn,12/1/20,0.126,1775,485
Bay Ridge,Brooklyn,1/1/21,0.105,1750,551
Bay Ridge,Brooklyn,2/1/21,0.163,1750,546
Bay Ridge,Brooklyn,3/1/21,0.142,1799,598
Bay Ridge,Brooklyn,4/1/21,0.106,1750,596
Bay Ridge,Brooklyn,5/1/21,0.082,1750,584
Bay Ridge,Brooklyn,6/1/21,0.094,1750,587
Bay Ridge,Brooklyn,7/1/21,0.081,1750,520
Bay Ridge,Brooklyn,8/1/21,0.084,1800,475
Bay Ridge,Brooklyn,9/1/21,0.073,1795,396
Bay Ridge,Brooklyn,10/1/21,0.119,1775,446
Bay Ridge,Brooklyn,11/1/21,0.118,1799,434
Bay Ridge,Brooklyn,12/1/21,0.1,1775,389
Bay Ridge,Brooklyn,1/1/22,0.095,1850,359
Bay Ridge,Brooklyn,2/1/22,0.098,1900,328
Bay Ridge,Brooklyn,3/1/22,0.118,1900,363
Baychester,Bronx,1/1/19,0,0,0
Baychester,Bronx,2/1/19,0,0,1
Baychester,Bronx,3/1/19,0,0,1
Baychester,Bronx,4/1/19,0,0,1
Baychester,Bronx,5/1/19,0,0,1
Baychester,Bronx,6/1/19,0,0,1
Baychester,Bronx,7/1/19,0,0,0
Baychester,Bronx,8/1/19,0,0,0
Baychester,Bronx,9/1/19,0,0,0
Baychester,Bronx,10/1/19,0,0,0
Baychester,Bronx,11/1/19,0,0,0
Baychester,Bronx,12/1/19,0,0,2
Baychester,Bronx,1/1/20,0,0,0
Baychester,Bronx,2/1/20,0,0,2
Baychester,Bronx,3/1/20,0,0,1
Baychester,Bronx,4/1/20,0,0,3
Baychester,Bronx,5/1/20,0,0,3
Baychester,Bronx,6/1/20,0,0,4
Baychester,Bronx,7/1/20,0,0,4
Baychester,Bronx,8/1/20,0,0,5
Baychester,Bronx,9/1/20,0,0,3
Baychester,Bronx,10/1/20,0,0,1
Baychester,Bronx,11/1/20,0,0,1
Baychester,Bronx,12/1/20,0,0,1
Baychester,Bronx,1/1/21,0,0,1
Baychester,Bronx,2/1/21,0,0,1
Baychester,Bronx,3/1/21,0,0,1
Baychester,Bronx,4/1/21,0,0,1
Baychester,Bronx,5/1/21,0,0,1
Baychester,Bronx,6/1/21,0,0,2
Baychester,Bronx,7/1/21,0,0,1
Baychester,Bronx,8/1/21,0,0,0
Baychester,Bronx,9/1/21,0,0,0
Baychester,Bronx,10/1/21,0,0,0
Baychester,Bronx,11/1/21,0,0,0
Baychester,Bronx,12/1/21,0,0,0
Baychester,Bronx,1/1/22,0,0,0
Baychester,Bronx,2/1/22,0,0,2
Baychester,Bronx,3/1/22,0,0,1
Bayside,Queens,1/1/19,0.204,2150,49
Bayside,Queens,2/1/19,0.191,2200,47
Bayside,Queens,3/1/19,0.07,2150,57
Bayside,Queens,4/1/19,0.089,2050,45
Bayside,Queens,5/1/19,0.045,2000,44
Bayside,Queens,6/1/19,0.109,2100,46
Bayside,Queens,7/1/19,0.102,2000,49
Bayside,Queens,8/1/19,0.111,2150,54
Bayside,Queens,9/1/19,0.17,2200,53
Bayside,Queens,10/1/19,0.179,2175,56
Bayside,Queens,11/1/19,0.188,2125,69
Bayside,Queens,12/1/19,0.115,2150,61
Bayside,Queens,1/1/20,0.154,2100,52
Bayside,Queens,2/1/20,0.042,1900,48
Bayside,Queens,3/1/20,0.024,2000,41
Bayside,Queens,4/1/20,0,1875,34
Bayside,Queens,5/1/20,0.075,1975,40
Bayside,Queens,6/1/20,0.167,2170,54
Bayside,Queens,7/1/20,0.1,2125,50
Bayside,Queens,8/1/20,0.038,2063,52
Bayside,Queens,9/1/20,0.171,2000,41
Bayside,Queens,10/1/20,0.214,1988,56
Bayside,Queens,11/1/20,0.125,2000,64
Bayside,Queens,12/1/20,0.167,2025,42
Bayside,Queens,1/1/21,0.143,2000,49
Bayside,Queens,2/1/21,0.178,1995,45
Bayside,Queens,3/1/21,0.148,1863,54
Bayside,Queens,4/1/21,0.091,1850,44
Bayside,Queens,5/1/21,0.021,1850,47
Bayside,Queens,6/1/21,0.162,2075,37
Bayside,Queens,7/1/21,0.1,2063,40
Bayside,Queens,8/1/21,0.047,2200,43
Bayside,Queens,9/1/21,0.059,2200,34
Bayside,Queens,10/1/21,0.185,2150,54
Bayside,Queens,11/1/21,0.095,2100,42
Bayside,Queens,12/1/21,0.079,2050,38
Bayside,Queens,1/1/22,0.095,2100,42
Bayside,Queens,2/1/22,0.365,2200,52
Bayside,Queens,3/1/22,0.14,2225,50
Bedford Park,Bronx,1/1/19,0,1875,11
Bedford Park,Bronx,2/1/19,0,1720,12
Bedford Park,Bronx,3/1/19,0.053,1650,19
Bedford Park,Bronx,4/1/19,0.125,1550,24
Bedford Park,Bronx,5/1/19,0,1605,26
Bedford Park,Bronx,6/1/19,0.059,1595,17
Bedford Park,Bronx,7/1/19,0,1600,23
Bedford Park,Bronx,8/1/19,0.087,1775,23
Bedford Park,Bronx,9/1/19,0.217,1786,23
Bedford Park,Bronx,10/1/19,0.276,1750,29
Bedford Park,Bronx,11/1/19,0.087,1750,23
Bedford Park,Bronx,12/1/19,0.087,1699,23
Bedford Park,Bronx,1/1/20,0.095,1699,21
Bedford Park,Bronx,2/1/20,0.056,2008,18
Bedford Park,Bronx,3/1/20,0.4,1625,10
Bedford Park,Bronx,4/1/20,0,0,5
Bedford Park,Bronx,5/1/20,0,0,8
Bedford Park,Bronx,6/1/20,0,0,3
Bedford Park,Bronx,7/1/20,0,1648,10
Bedford Park,Bronx,8/1/20,0.059,1695,17
Bedford Park,Bronx,9/1/20,0.053,1700,19
Bedford Park,Bronx,10/1/20,0,1601,10
Bedford Park,Bronx,11/1/20,0.091,1625,11
Bedford Park,Bronx,12/1/20,0.167,1625,18
Bedford Park,Bronx,1/1/21,0,1725,14
Bedford Park,Bronx,2/1/21,0.071,1662,14
Bedford Park,Bronx,3/1/21,0.118,1850,17
Bedford Park,Bronx,4/1/21,0,1680,12
Bedford Park,Bronx,5/1/21,0.083,1613,12
Bedford Park,Bronx,6/1/21,0.091,1625,11
Bedford Park,Bronx,7/1/21,0.083,1638,12
Bedford Park,Bronx,8/1/21,0.231,1625,13
Bedford Park,Bronx,9/1/21,0,1902,13
Bedford Park,Bronx,10/1/21,0.167,1775,18
Bedford Park,Bronx,11/1/21,0,1550,14
Bedford Park,Bronx,12/1/21,0.118,1650,17
Bedford Park,Bronx,1/1/22,0,1700,29
Bedford Park,Bronx,2/1/22,0,1673,20
Bedford Park,Bronx,3/1/22,0.118,1795,17
Bedford-Stuyvesant,Brooklyn,1/1/19,0.147,2429,1987
Bedford-Stuyvesant,Brooklyn,2/1/19,0.155,2450,1801
Bedford-Stuyvesant,Brooklyn,3/1/19,0.136,2500,1925
Bedford-Stuyvesant,Brooklyn,4/1/19,0.159,2500,1863
Bedford-Stuyvesant,Brooklyn,5/1/19,0.167,2550,2060
Bedford-Stuyvesant,Brooklyn,6/1/19,0.168,2523,2180
Bedford-Stuyvesant,Brooklyn,7/1/19,0.161,2599,2326
Bedford-Stuyvesant,Brooklyn,8/1/19,0.148,2612,2205
Bedford-Stuyvesant,Brooklyn,9/1/19,0.17,2600,1694
Bedford-Stuyvesant,Brooklyn,10/1/19,0.15,2650,1428
Bedford-Stuyvesant,Brooklyn,11/1/19,0.15,2620,1287
Bedford-Stuyvesant,Brooklyn,12/1/19,0.161,2520,1163
Bedford-Stuyvesant,Brooklyn,1/1/20,0.158,2590,1371
Bedford-Stuyvesant,Brooklyn,2/1/20,0.167,2537,1287
Bedford-Stuyvesant,Brooklyn,3/1/20,0.131,2537,1191
Bedford-Stuyvesant,Brooklyn,4/1/20,0.14,2537,1043
Bedford-Stuyvesant,Brooklyn,5/1/20,0.215,2550,1989
Bedford-Stuyvesant,Brooklyn,6/1/20,0.228,2550,2640
Bedford-Stuyvesant,Brooklyn,7/1/20,0.227,2500,3380
Bedford-Stuyvesant,Brooklyn,8/1/20,0.239,2500,3664
Bedford-Stuyvesant,Brooklyn,9/1/20,0.241,2400,3518
Bedford-Stuyvesant,Brooklyn,10/1/20,0.214,2300,3244
Bedford-Stuyvesant,Brooklyn,11/1/20,0.173,2300,3084
Bedford-Stuyvesant,Brooklyn,12/1/20,0.163,2250,2884
Bedford-Stuyvesant,Brooklyn,1/1/21,0.145,2250,2756
Bedford-Stuyvesant,Brooklyn,2/1/21,0.124,2250,2497
Bedford-Stuyvesant,Brooklyn,3/1/21,0.146,2275,2603
Bedford-Stuyvesant,Brooklyn,4/1/21,0.088,2300,2605
Bedford-Stuyvesant,Brooklyn,5/1/21,0.1,2395,2892
Bedford-Stuyvesant,Brooklyn,6/1/21,0.103,2475,2995
Bedford-Stuyvesant,Brooklyn,7/1/21,0.083,2599,2915
Bedford-Stuyvesant,Brooklyn,8/1/21,0.106,2650,2492
Bedford-Stuyvesant,Brooklyn,9/1/21,0.081,2700,1731
Bedford-Stuyvesant,Brooklyn,10/1/21,0.119,2700,1696
Bedford-Stuyvesant,Brooklyn,11/1/21,0.13,2750,1648
Bedford-Stuyvesant,Brooklyn,12/1/21,0.096,2800,1386
Bedford-Stuyvesant,Brooklyn,1/1/22,0.132,2875,1317
Bedford-Stuyvesant,Brooklyn,2/1/22,0.099,2875,1039
Bedford-Stuyvesant,Brooklyn,3/1/22,0.126,2850,1252
Bellerose,Queens,1/1/19,0,0,5
Bellerose,Queens,2/1/19,0,0,3
Bellerose,Queens,3/1/19,0,0,2
Bellerose,Queens,4/1/19,0,0,3
Bellerose,Queens,5/1/19,0,0,4
Bellerose,Queens,6/1/19,0,0,4
Bellerose,Queens,7/1/19,0,0,7
Bellerose,Queens,8/1/19,0,0,5
Bellerose,Queens,9/1/19,0,0,8
Bellerose,Queens,10/1/19,0,0,5
Bellerose,Queens,11/1/19,0,0,5
Bellerose,Queens,12/1/19,0,0,4
Bellerose,Queens,1/1/20,0,0,3
Bellerose,Queens,2/1/20,0,0,2
Bellerose,Queens,3/1/20,0,0,2
Bellerose,Queens,4/1/20,0,0,2
Bellerose,Queens,5/1/20,0,0,1
Bellerose,Queens,6/1/20,0,0,1
Bellerose,Queens,7/1/20,0,0,2
Bellerose,Queens,8/1/20,0,0,3
Bellerose,Queens,9/1/20,0,0,1
Bellerose,Queens,10/1/20,0,0,1
Bellerose,Queens,11/1/20,0,0,2
Bellerose,Queens,12/1/20,0,0,2
Bellerose,Queens,1/1/21,0,0,2
Bellerose,Queens,2/1/21,0,0,0
Bellerose,Queens,3/1/21,0,0,3
Bellerose,Queens,4/1/21,0,0,5
Bellerose,Queens,5/1/21,0,0,4
Bellerose,Queens,6/1/21,0,0,2
Bellerose,Queens,7/1/21,0,0,1
Bellerose,Queens,8/1/21,0,0,2
Bellerose,Queens,9/1/21,0,0,3
Bellerose,Queens,10/1/21,0,0,1
Bellerose,Queens,11/1/21,0,0,3
Bellerose,Queens,12/1/21,0,0,1
Bellerose,Queens,1/1/22,0,0,0
Bellerose,Queens,2/1/22,0,0,0
Bellerose,Queens,3/1/22,0,0,1
Belmont,Bronx,1/1/19,0.189,1998,37
Belmont,Bronx,2/1/19,0,2200,24
Belmont,Bronx,3/1/19,0.143,2225,28
Belmont,Bronx,4/1/19,0.065,1850,31
Belmont,Bronx,5/1/19,0.132,1938,38
Belmont,Bronx,6/1/19,0.194,1850,31
Belmont,Bronx,7/1/19,0.065,2050,46
Belmont,Bronx,8/1/19,0.174,2400,46
Belmont,Bronx,9/1/19,0.173,2200,52
Belmont,Bronx,10/1/19,0.067,2200,45
Belmont,Bronx,11/1/19,0.067,2200,30
Belmont,Bronx,12/1/19,0.12,1850,25
Belmont,Bronx,1/1/20,0.1,1800,20
Belmont,Bronx,2/1/20,0,1750,14
Belmont,Bronx,3/1/20,0.1,1688,20
Belmont,Bronx,4/1/20,0.143,1695,21
Belmont,Bronx,5/1/20,0.095,2500,21
Belmont,Bronx,6/1/20,0.033,2298,30
Belmont,Bronx,7/1/20,0.118,2295,34
Belmont,Bronx,8/1/20,0.182,2295,33
Belmont,Bronx,9/1/20,0.059,2125,34
Belmont,Bronx,10/1/20,0,2075,16
Belmont,Bronx,11/1/20,0,2125,12
Belmont,Bronx,12/1/20,0.188,2225,16
Belmont,Bronx,1/1/21,0.048,2200,21
Belmont,Bronx,2/1/21,0.083,2223,24
Belmont,Bronx,3/1/21,0,2100,20
Belmont,Bronx,4/1/21,0,2200,24
Belmont,Bronx,5/1/21,0.088,2215,34
Belmont,Bronx,6/1/21,0.043,2000,47
Belmont,Bronx,7/1/21,0.147,2025,34
Belmont,Bronx,8/1/21,0.04,2150,25
Belmont,Bronx,9/1/21,0.105,2000,19
Belmont,Bronx,10/1/21,0,2199,15
Belmont,Bronx,11/1/21,0.095,2300,21
Belmont,Bronx,12/1/21,0,1850,15
Belmont,Bronx,1/1/22,0.214,1600,14
Belmont,Bronx,2/1/22,0.083,1884,12
Belmont,Bronx,3/1/22,0.214,1697,14
Bensonhurst,Brooklyn,1/1/19,0.217,1850,92
Bensonhurst,Brooklyn,2/1/19,0.141,1850,71
Bensonhurst,Brooklyn,3/1/19,0.123,1900,73
Bensonhurst,Brooklyn,4/1/19,0.139,1813,72
Bensonhurst,Brooklyn,5/1/19,0.058,1900,69
Bensonhurst,Brooklyn,6/1/19,0.088,1748,68
Bensonhurst,Brooklyn,7/1/19,0.101,1700,99
Bensonhurst,Brooklyn,8/1/19,0.058,1700,104
Bensonhurst,Brooklyn,9/1/19,0.149,1700,87
Bensonhurst,Brooklyn,10/1/19,0.197,1750,71
Bensonhurst,Brooklyn,11/1/19,0.194,1750,72
Bensonhurst,Brooklyn,12/1/19,0.136,1850,59
Bensonhurst,Brooklyn,1/1/20,0.134,1975,67
Bensonhurst,Brooklyn,2/1/20,0.162,1995,68
Bensonhurst,Brooklyn,3/1/20,0.125,1999,56
Bensonhurst,Brooklyn,4/1/20,0.077,1787,26
Bensonhurst,Brooklyn,5/1/20,0.131,1700,61
Bensonhurst,Brooklyn,6/1/20,0.152,1750,66
Bensonhurst,Brooklyn,7/1/20,0.143,1674,56
Bensonhurst,Brooklyn,8/1/20,0.113,1800,97
Bensonhurst,Brooklyn,9/1/20,0.139,1800,79
Bensonhurst,Brooklyn,10/1/20,0.156,1700,77
Bensonhurst,Brooklyn,11/1/20,0.135,1600,89
Bensonhurst,Brooklyn,12/1/20,0.093,1537,86
Bensonhurst,Brooklyn,1/1/21,0.1,1550,110
Bensonhurst,Brooklyn,2/1/21,0.095,1649,105
Bensonhurst,Brooklyn,3/1/21,0.134,1750,97
Bensonhurst,Brooklyn,4/1/21,0.156,1663,96
Bensonhurst,Brooklyn,5/1/21,0.045,1650,111
Bensonhurst,Brooklyn,6/1/21,0.146,1700,103
Bensonhurst,Brooklyn,7/1/21,0.071,1695,113
Bensonhurst,Brooklyn,8/1/21,0.12,1700,108
Bensonhurst,Brooklyn,9/1/21,0.073,1750,109
Bensonhurst,Brooklyn,10/1/21,0.14,1750,121
Bensonhurst,Brooklyn,11/1/21,0.081,1699,99
Bensonhurst,Brooklyn,12/1/21,0.129,1795,62
Bensonhurst,Brooklyn,1/1/22,0.127,1800,71
Bensonhurst,Brooklyn,2/1/22,0.156,2000,77
Bensonhurst,Brooklyn,3/1/22,0.178,1850,90
Bergen Beach,Brooklyn,1/1/19,0,2225,12
Bergen Beach,Brooklyn,2/1/19,0,2100,23
Bergen Beach,Brooklyn,3/1/19,0,2100,13
Bergen Beach,Brooklyn,4/1/19,0,2100,11
Bergen Beach,Brooklyn,5/1/19,0,0,7
Bergen Beach,Brooklyn,6/1/19,0,0,6
Bergen Beach,Brooklyn,7/1/19,0,0,4
Bergen Beach,Brooklyn,8/1/19,0,0,6
Bergen Beach,Brooklyn,9/1/19,0.273,2200,11
Bergen Beach,Brooklyn,10/1/19,0,2150,10
Bergen Beach,Brooklyn,11/1/19,0,2348,12
Bergen Beach,Brooklyn,12/1/19,0,2448,12
Bergen Beach,Brooklyn,1/1/20,0,0,8
Bergen Beach,Brooklyn,2/1/20,0,0,9
Bergen Beach,Brooklyn,3/1/20,0,0,8
Bergen Beach,Brooklyn,4/1/20,0,0,6
Bergen Beach,Brooklyn,5/1/20,0,0,3
Bergen Beach,Brooklyn,6/1/20,0,0,4
Bergen Beach,Brooklyn,7/1/20,0,0,8
Bergen Beach,Brooklyn,8/1/20,0,2450,13
Bergen Beach,Brooklyn,9/1/20,0,0,7
Bergen Beach,Brooklyn,10/1/20,0,0,8
Bergen Beach,Brooklyn,11/1/20,0,0,5
Bergen Beach,Brooklyn,12/1/20,0,0,5
Bergen Beach,Brooklyn,1/1/21,0,0,8
Bergen Beach,Brooklyn,2/1/21,0,0,9
Bergen Beach,Brooklyn,3/1/21,0,0,4
Bergen Beach,Brooklyn,4/1/21,0,0,6
Bergen Beach,Brooklyn,5/1/21,0,0,6
Bergen Beach,Brooklyn,6/1/21,0,0,6
Bergen Beach,Brooklyn,7/1/21,0,0,8
Bergen Beach,Brooklyn,8/1/21,0,0,7
Bergen Beach,Brooklyn,9/1/21,0.1,2025,10
Bergen Beach,Brooklyn,10/1/21,0.214,1875,14
Bergen Beach,Brooklyn,11/1/21,0.1,2075,10
Bergen Beach,Brooklyn,12/1/21,0,0,7
Bergen Beach,Brooklyn,1/1/22,0,2200,11
Bergen Beach,Brooklyn,2/1/22,0,2250,12
Bergen Beach,Brooklyn,3/1/22,0,0,8
Boerum Hill,Brooklyn,1/1/19,0.167,3000,120
Boerum Hill,Brooklyn,2/1/19,0.09,2950,111
Boerum Hill,Brooklyn,3/1/19,0.1,2950,140
Boerum Hill,Brooklyn,4/1/19,0.121,3300,149
Boerum Hill,Brooklyn,5/1/19,0.167,3361,168
Boerum Hill,Brooklyn,6/1/19,0.118,3388,203
Boerum Hill,Brooklyn,7/1/19,0.13,3395,177
Boerum Hill,Brooklyn,8/1/19,0.162,3500,198
Boerum Hill,Brooklyn,9/1/19,0.135,3300,141
Boerum Hill,Brooklyn,10/1/19,0.16,3399,131
Boerum Hill,Brooklyn,11/1/19,0.237,3399,93
Boerum Hill,Brooklyn,12/1/19,0.133,3300,83
