neighborhood,borough,date,discountShare,medianAskingRent,totalInventory
Clinton Hill,Brooklyn,10/1/21,0.029,3000,170
Clinton Hill,Brooklyn,11/1/21,0.062,2850,112
Clinton Hill,Brooklyn,12/1/21,0.076,3100,118
Clinton Hill,Brooklyn,1/1/22,0.083,3500,121
Clinton Hill,Brooklyn,2/1/22,0.06,3597,134
Clinton Hill,Brooklyn,3/1/22,0.082,3348,147
Co-op City,Bronx,1/1/19,0,0,0
Co-op City,Bronx,2/1/19,0,0,0
Co-op City,Bronx,3/1/19,0,0,0
Co-op City,Bronx,4/1/19,0,0,0
Co-op City,Bronx,5/1/19,0,0,0
Co-op City,Bronx,6/1/19,0,0,0
Co-op City,Bronx,7/1/19,0,0,0
Co-op City,Bronx,8/1/19,0,0,0
Co-op City,Bronx,9/1/19,0,0,0
Co-op City,Bronx,10/1/19,0,0,0
Co-op City,Bronx,11/1/19,0,0,0
Co-op City,Bronx,12/1/19,0,0,0
Co-op City,Bronx,1/1/20,0,0,0
Co-op City,Bronx,2/1/20,0,0,0
Co-op City,Bronx,3/1/20,0,0,0
Co-op City,Bronx,4/1/20,0,0,0
Co-op City,Bronx,5/1/20,0,0,0
Co-op City,Bronx,6/1/20,0,0,0
Co-op City,Bronx,7/1/20,0,0,0
Co-op City,Bronx,8/1/20,0,0,0
Co-op City,Bronx,9/1/20,0,0,0
Co-op City,Bronx,10/1/20,0,0,0
Co-op City,Bronx,11/1/20,0,0,0
Co-op City,Bronx,12/1/20,0,0,0
Co-op City,Bronx,1/1/21,0,0,0
Co-op City,Bronx,2/1/21,0,0,0
Co-op City,Bronx,3/1/21,0,0,0
Co-op City,Bronx,4/1/21,0,0,0
Co-op City,Bronx,5/1/21,0,0,0
Co-op City,Bronx,6/1/21,0,0,0
Co-op City,Bronx,7/1/21,0,0,0
Co-op City,Bronx,8/1/21,0,0,0
Co-op City,Bronx,9/1/21,0,0,0
Co-op City,Bronx,10/1/21,0,0,1
Co-op City,Bronx,11/1/21,0,0,2
Co-op City,Bronx,12/1/21,0,0,2
Co-op City,Bronx,1/1/22,0,0,3
Co-op City,Bronx,2/1/22,0,0,1
Co-op City,Bronx,3/1/22,0,0,0
Cobble Hill,Brooklyn,1/1/19,0.132,3200,114
Cobble Hill,Brooklyn,2/1/19,0.11,3250,91
Cobble Hill,Brooklyn,3/1/19,0.143,3198,98
Cobble Hill,Brooklyn,4/1/19,0.121,3140,124
Cobble Hill,Brooklyn,5/1/19,0.109,3140,119
Cobble Hill,Brooklyn,6/1/19,0.156,3300,122
Cobble Hill,Brooklyn,7/1/19,0.154,3631,104
Cobble Hill,Brooklyn,8/1/19,0.168,3800,95
Cobble Hill,Brooklyn,9/1/19,0.077,3650,104
Cobble Hill,Brooklyn,10/1/19,0.158,3575,95
Cobble Hill,Brooklyn,11/1/19,0.139,3400,72
Cobble Hill,Brooklyn,12/1/19,0.143,3640,77
Cobble Hill,Brooklyn,1/1/20,0.1,3125,80
Cobble Hill,Brooklyn,2/1/20,0.108,3400,74
Cobble Hill,Brooklyn,3/1/20,0.139,3350,79
Cobble Hill,Brooklyn,4/1/20,0.191,3500,68
Cobble Hill,Brooklyn,5/1/20,0.182,3350,143
Cobble Hill,Brooklyn,6/1/20,0.229,3200,210
Cobble Hill,Brooklyn,7/1/20,0.236,3000,229
Cobble Hill,Brooklyn,8/1/20,0.292,2915,257
Cobble Hill,Brooklyn,9/1/20,0.296,2888,260
Cobble Hill,Brooklyn,10/1/20,0.313,2800,284
Cobble Hill,Brooklyn,11/1/20,0.273,2800,253
Cobble Hill,Brooklyn,12/1/20,0.249,2850,189
Cobble Hill,Brooklyn,1/1/21,0.179,2800,196
Cobble Hill,Brooklyn,2/1/21,0.119,2725,194
Cobble Hill,Brooklyn,3/1/21,0.168,2850,197
Cobble Hill,Brooklyn,4/1/21,0.114,2600,176
Cobble Hill,Brooklyn,5/1/21,0.11,2800,154
Cobble Hill,Brooklyn,6/1/21,0.096,2750,167
Cobble Hill,Brooklyn,7/1/21,0.066,2950,136
Cobble Hill,Brooklyn,8/1/21,0.074,3250,95
Cobble Hill,Brooklyn,9/1/21,0.027,3300,74
Cobble Hill,Brooklyn,10/1/21,0.109,3350,55
Cobble Hill,Brooklyn,11/1/21,0.116,3200,43
Cobble Hill,Brooklyn,12/1/21,0.206,3748,34
Cobble Hill,Brooklyn,1/1/22,0.069,3200,29
Cobble Hill,Brooklyn,2/1/22,0.08,3325,50
Cobble Hill,Brooklyn,3/1/22,0.146,3623,48
College Point,Queens,1/1/19,0,2175,10
College Point,Queens,2/1/19,0,0,3
College Point,Queens,3/1/19,0,0,9
College Point,Queens,4/1/19,0,0,7
College Point,Queens,5/1/19,0,0,5
College Point,Queens,6/1/19,0,0,9
College Point,Queens,7/1/19,0,0,9
College Point,Queens,8/1/19,0,0,7
College Point,Queens,9/1/19,0,0,4
College Point,Queens,10/1/19,0,0,5
College Point,Queens,11/1/19,0,0,6
College Point,Queens,12/1/19,0,0,8
College Point,Queens,1/1/20,0,0,7
College Point,Queens,2/1/20,0,0,4
College Point,Queens,3/1/20,0,0,1
College Point,Queens,4/1/20,0,0,1
College Point,Queens,5/1/20,0,0,3
College Point,Queens,6/1/20,0,0,4
College Point,Queens,7/1/20,0,0,6
College Point,Queens,8/1/20,0,0,8
College Point,Queens,9/1/20,0,0,3
College Point,Queens,10/1/20,0,0,7
College Point,Queens,11/1/20,0,0,3
College Point,Queens,12/1/20,0,0,1
College Point,Queens,1/1/21,0,0,7
College Point,Queens,2/1/21,0,0,9
College Point,Queens,3/1/21,0,0,5
College Point,Queens,4/1/21,0,0,5
College Point,Queens,5/1/21,0,0,8
College Point,Queens,6/1/21,0,0,7
College Point,Queens,7/1/21,0,0,5
College Point,Queens,8/1/21,0,0,6
College Point,Queens,9/1/21,0,0,7
College Point,Queens,10/1/21,0,0,7
College Point,Queens,11/1/21,0,0,8
College Point,Queens,12/1/21,0,0,5
College Point,Queens,1/1/22,0,0,6
College Point,Queens,2/1/22,0,1650,10
College Point,Queens,3/1/22,0,0,7
Columbia St Waterfront District,Brooklyn,1/1/19,0.156,2800,77
Columbia St Waterfront District,Brooklyn,2/1/19,0.02,2850,50
Columbia St Waterfront District,Brooklyn,3/1/19,0.143,2500,70
Columbia St Waterfront District,Brooklyn,4/1/19,0.097,2600,72
Columbia St Waterfront District,Brooklyn,5/1/19,0.203,3100,59
Columbia St Waterfront District,Brooklyn,6/1/19,0.109,2938,46
Columbia St Waterfront District,Brooklyn,7/1/19,0.2,3000,35
Columbia St Waterfront District,Brooklyn,8/1/19,0.2,3200,40
Columbia St Waterfront District,Brooklyn,9/1/19,0.097,3000,31
Columbia St Waterfront District,Brooklyn,10/1/19,0.171,3000,35
Columbia St Waterfront District,Brooklyn,11/1/19,0.087,3000,23
Columbia St Waterfront District,Brooklyn,12/1/19,0.12,2500,25
Columbia St Waterfront District,Brooklyn,1/1/20,0.182,2950,22
Columbia St Waterfront District,Brooklyn,2/1/20,0.192,2650,26
Columbia St Waterfront District,Brooklyn,3/1/20,0.267,2650,30
Columbia St Waterfront District,Brooklyn,4/1/20,0.214,3000,28
Columbia St Waterfront District,Brooklyn,5/1/20,0.167,2688,48
Columbia St Waterfront District,Brooklyn,6/1/20,0.333,2600,69
Columbia St Waterfront District,Brooklyn,7/1/20,0.25,3000,96
Columbia St Waterfront District,Brooklyn,8/1/20,0.25,2917,84
Columbia St Waterfront District,Brooklyn,9/1/20,0.198,2800,91
Columbia St Waterfront District,Brooklyn,10/1/20,0.299,2600,77
Columbia St Waterfront District,Brooklyn,11/1/20,0.122,2515,74
Columbia St Waterfront District,Brooklyn,12/1/20,0.246,2500,61
Columbia St Waterfront District,Brooklyn,1/1/21,0.125,2500,56
Columbia St Waterfront District,Brooklyn,2/1/21,0.091,2500,44
Columbia St Waterfront District,Brooklyn,3/1/21,0.146,2540,48
Columbia St Waterfront District,Brooklyn,4/1/21,0.062,2500,48
Columbia St Waterfront District,Brooklyn,5/1/21,0.083,2225,36
Columbia St Waterfront District,Brooklyn,6/1/21,0.109,2325,46
Columbia St Waterfront District,Brooklyn,7/1/21,0.056,2520,36
Columbia St Waterfront District,Brooklyn,8/1/21,0.1,2500,30
Columbia St Waterfront District,Brooklyn,9/1/21,0.114,2900,35
Columbia St Waterfront District,Brooklyn,10/1/21,0.263,2700,19
Columbia St Waterfront District,Brooklyn,11/1/21,0.24,2900,25
Columbia St Waterfront District,Brooklyn,12/1/21,0.087,3200,23
Columbia St Waterfront District,Brooklyn,1/1/22,0.13,2975,23
Columbia St Waterfront District,Brooklyn,2/1/22,0.3,3175,20
Columbia St Waterfront District,Brooklyn,3/1/22,0,0,9
Concourse,Bronx,1/1/19,0.118,1825,85
Concourse,Bronx,2/1/19,0.106,1695,104
Concourse,Bronx,3/1/19,0.098,1700,92
Concourse,Bronx,4/1/19,0.059,1800,101
Concourse,Bronx,5/1/19,0.19,1800,105
Concourse,Bronx,6/1/19,0.196,1695,97
Concourse,Bronx,7/1/19,0.039,1775,76
Concourse,Bronx,8/1/19,0.145,1700,55
Concourse,Bronx,9/1/19,0.086,1698,58
Concourse,Bronx,10/1/19,0.132,1698,68
Concourse,Bronx,11/1/19,0.122,1700,74
Concourse,Bronx,12/1/19,0.051,1800,59
Concourse,Bronx,1/1/20,0.021,1800,47
Concourse,Bronx,2/1/20,0.19,1832,42
Concourse,Bronx,3/1/20,0.038,1897,52
Concourse,Bronx,4/1/20,0.08,1924,25
Concourse,Bronx,5/1/20,0,1895,39
Concourse,Bronx,6/1/20,0.121,1785,66
Concourse,Bronx,7/1/20,0.12,1700,83
Concourse,Bronx,8/1/20,0.175,1749,57
Concourse,Bronx,9/1/20,0.157,1749,51
Concourse,Bronx,10/1/20,0.098,1700,61
Concourse,Bronx,11/1/20,0.062,1675,64
Concourse,Bronx,12/1/20,0.088,1650,68
Concourse,Bronx,1/1/21,0.035,1775,86
Concourse,Bronx,2/1/21,0.058,1900,86
Concourse,Bronx,3/1/21,0.034,1800,89
Concourse,Bronx,4/1/21,0.061,1925,99
Concourse,Bronx,5/1/21,0.062,1945,97
Concourse,Bronx,6/1/21,0.099,1850,81
Concourse,Bronx,7/1/21,0.015,1925,67
Concourse,Bronx,8/1/21,0.055,1900,73
Concourse,Bronx,9/1/21,0.045,1833,66
Concourse,Bronx,10/1/21,0.065,1888,62
Concourse,Bronx,11/1/21,0.051,1995,79
Concourse,Bronx,12/1/21,0.076,1875,66
Concourse,Bronx,1/1/22,0.062,1795,64
Concourse,Bronx,2/1/22,0.05,1798,60
Concourse,Bronx,3/1/22,0.055,1800,73
Coney Island,Brooklyn,1/1/19,0.318,2238,22
Coney Island,Brooklyn,2/1/19,0.125,2150,16
Coney Island,Brooklyn,3/1/19,0.172,2175,29
Coney Island,Brooklyn,4/1/19,0.095,2075,21
Coney Island,Brooklyn,5/1/19,0.083,2194,24
Coney Island,Brooklyn,6/1/19,0.091,2250,22
Coney Island,Brooklyn,7/1/19,0.136,2313,22
Coney Island,Brooklyn,8/1/19,0.2,2250,20
Coney Island,Brooklyn,9/1/19,0,2199,23
Coney Island,Brooklyn,10/1/19,0.28,2150,25
Coney Island,Brooklyn,11/1/19,0.069,2175,29
Coney Island,Brooklyn,12/1/19,0.14,2300,43
Coney Island,Brooklyn,1/1/20,0.25,2390,52
Coney Island,Brooklyn,2/1/20,0.02,2475,49
Coney Island,Brooklyn,3/1/20,0.071,2365,42
Coney Island,Brooklyn,4/1/20,0,2238,40
Coney Island,Brooklyn,5/1/20,0.119,2250,42
Coney Island,Brooklyn,6/1/20,0.033,2250,61
Coney Island,Brooklyn,7/1/20,0.14,2250,57
Coney Island,Brooklyn,8/1/20,0.093,2315,54
Coney Island,Brooklyn,9/1/20,0.056,2330,71
Coney Island,Brooklyn,10/1/20,0.059,2303,68
Coney Island,Brooklyn,11/1/20,0.068,2251,73
Coney Island,Brooklyn,12/1/20,0.048,2251,62
Coney Island,Brooklyn,1/1/21,0.312,2239,77
Coney Island,Brooklyn,2/1/21,0.154,2119,78
Coney Island,Brooklyn,3/1/21,0.115,2119,78
Coney Island,Brooklyn,4/1/21,0.014,2100,71
Coney Island,Brooklyn,5/1/21,0.012,2150,86
Coney Island,Brooklyn,6/1/21,0.022,2129,92
Coney Island,Brooklyn,7/1/21,0.022,2119,89
Coney Island,Brooklyn,8/1/21,0.013,2186,76
Coney Island,Brooklyn,9/1/21,0.016,2157,63
Coney Island,Brooklyn,10/1/21,0.052,2263,58
Coney Island,Brooklyn,11/1/21,0.046,2350,65
Coney Island,Brooklyn,12/1/21,0.039,2100,77
Coney Island,Brooklyn,1/1/22,0.085,2250,71
Coney Island,Brooklyn,2/1/22,0.104,2250,67
Coney Island,Brooklyn,3/1/22,0,2225,52
Corona,Queens,1/1/19,0.172,2365,29
Corona,Queens,2/1/19,0.333,2155,27
Corona,Queens,3/1/19,0.393,2018,28
Corona,Queens,4/1/19,0.356,2255,45
Corona,Queens,5/1/19,0.176,2294,51
Corona,Queens,6/1/19,0.034,2305,29
Corona,Queens,7/1/19,0.167,2215,24
Corona,Queens,8/1/19,0.4,2157,25
Corona,Queens,9/1/19,0.676,1833,37
Corona,Queens,10/1/19,0.5,1886,54
Corona,Queens,11/1/19,0.109,1913,46
Corona,Queens,12/1/19,0.119,1986,42
Corona,Queens,1/1/20,0.218,2075,55
Corona,Queens,2/1/20,0.509,1909,55
Corona,Queens,3/1/20,0.148,1874,61
Corona,Queens,4/1/20,0.54,1875,50
Corona,Queens,5/1/20,0.208,1886,48
Corona,Queens,6/1/20,0.155,1868,58
Corona,Queens,7/1/20,0.063,1911,63
Corona,Queens,8/1/20,0.371,1902,62
Corona,Queens,9/1/20,0.026,1821,38
Corona,Queens,10/1/20,0.55,1806,60
Corona,Queens,11/1/20,0.328,1809,61
Corona,Queens,12/1/20,0.203,1815,59
Corona,Queens,1/1/21,0.079,1828,63
Corona,Queens,2/1/21,0.327,1916,52
Corona,Queens,3/1/21,0.523,2108,44
Corona,Queens,4/1/21,0.116,1815,69
Corona,Queens,5/1/21,0.071,1796,56
Corona,Queens,6/1/21,0.095,1823,63
Corona,Queens,7/1/21,0.255,1915,55
Corona,Queens,8/1/21,0.327,1950,52
Corona,Queens,9/1/21,0.106,1936,47
Corona,Queens,10/1/21,0,1775,10
Corona,Queens,11/1/21,0,1920,40
Corona,Queens,12/1/21,0,1998,24
Corona,Queens,1/1/22,0.4,2020,50
Corona,Queens,2/1/22,0.492,2045,61
Corona,Queens,3/1/22,0.109,1978,64
Country Club,Bronx,1/1/19,0,0,4
Country Club,Bronx,2/1/19,0,0,2
Country Club,Bronx,3/1/19,0,0,2
Country Club,Bronx,4/1/19,0,0,2
Country Club,Bronx,5/1/19,0,0,2
Country Club,Bronx,6/1/19,0,0,3
Country Club,Bronx,7/1/19,0,0,1
Country Club,Bronx,8/1/19,0,0,0
Country Club,Bronx,9/1/19,0,0,1
Country Club,Bronx,10/1/19,0,0,3
Country Club,Bronx,11/1/19,0,0,1
Country Club,Bronx,12/1/19,0,0,0
Country Club,Bronx,1/1/20,0,0,4
Country Club,Bronx,2/1/20,0,0,6
Country Club,Bronx,3/1/20,0,0,2
Country Club,Bronx,4/1/20,0,0,1
Country Club,Bronx,5/1/20,0,0,3
Country Club,Bronx,6/1/20,0,0,1
Country Club,Bronx,7/1/20,0,0,0
Country Club,Bronx,8/1/20,0,0,0
Country Club,Bronx,9/1/20,0,0,1
Country Club,Bronx,10/1/20,0,0,1
Country Club,Bronx,11/1/20,0,0,2
Country Club,Bronx,12/1/20,0,0,3
Country Club,Bronx,1/1/21,0,0,2
Country Club,Bronx,2/1/21,0,0,0
Country Club,Bronx,3/1/21,0,0,2
Country Club,Bronx,4/1/21,0,0,4
Country Club,Bronx,5/1/21,0,0,5
Country Club,Bronx,6/1/21,0,0,2
Country Club,Bronx,7/1/21,0,0,2
Country Club,Bronx,8/1/21,0,0,6
Country Club,Bronx,9/1/21,0,0,4
Country Club,Bronx,10/1/21,0,0,4
Country Club,Bronx,11/1/21,0,0,3
Country Club,Bronx,12/1/21,0,0,3
Country Club,Bronx,1/1/22,0,0,4
Country Club,Bronx,2/1/22,0,0,5
Country Club,Bronx,3/1/22,0,0,9
Crotona Park East,Bronx,1/1/19,0.273,2100,11
Crotona Park East,Bronx,2/1/19,0,2050,10
Crotona Park East,Bronx,3/1/19,0.077,1800,13
Crotona Park East,Bronx,4/1/19,0,0,7
Crotona Park East,Bronx,5/1/19,0.083,2324,12
Crotona Park East,Bronx,6/1/19,0,1800,11
Crotona Park East,Bronx,7/1/19,0,0,5
Crotona Park East,Bronx,8/1/19,0.214,2100,14
Crotona Park East,Bronx,9/1/19,0.182,2100,11
Crotona Park East,Bronx,10/1/19,0,0,5
Crotona Park East,Bronx,11/1/19,0,0,7
Crotona Park East,Bronx,12/1/19,0,0,5
Crotona Park East,Bronx,1/1/20,0.214,1931,14
Crotona Park East,Bronx,2/1/20,0.214,1775,14
Crotona Park East,Bronx,3/1/20,0.176,2000,17
Crotona Park East,Bronx,4/1/20,0,2223,12
Crotona Park East,Bronx,5/1/20,0,2245,11
Crotona Park East,Bronx,6/1/20,0.133,2200,15
Crotona Park East,Bronx,7/1/20,0,0,9
Crotona Park East,Bronx,8/1/20,0.364,2050,11
Crotona Park East,Bronx,9/1/20,0,0,9
Crotona Park East,Bronx,10/1/20,0,0,9
Crotona Park East,Bronx,11/1/20,0,0,6
Crotona Park East,Bronx,12/1/20,0,0,5
Crotona Park East,Bronx,1/1/21,0,0,3
Crotona Park East,Bronx,2/1/21,0,0,4
Crotona Park East,Bronx,3/1/21,0,0,5
Crotona Park East,Bronx,4/1/21,0,0,5
Crotona Park East,Bronx,5/1/21,0,0,6
Crotona Park East,Bronx,6/1/21,0,0,5
Crotona Park East,Bronx,7/1/21,0,2547,10
Crotona Park East,Bronx,8/1/21,0.133,2499,15
Crotona Park East,Bronx,9/1/21,0,0,7
Crotona Park East,Bronx,10/1/21,0,0,9
Crotona Park East,Bronx,11/1/21,0.286,2200,14
Crotona Park East,Bronx,12/1/21,0.042,1896,24
Crotona Park East,Bronx,1/1/22,0.154,1893,13
Crotona Park East,Bronx,2/1/22,0,2200,10
Crotona Park East,Bronx,3/1/22,0.067,2475,15
Crown Heights,Brooklyn,1/1/19,0.107,2400,1335
Crown Heights,Brooklyn,2/1/19,0.127,2399,1361
Crown Heights,Brooklyn,3/1/19,0.103,2400,1443
Crown Heights,Brooklyn,4/1/19,0.107,2495,1336
Crown Heights,Brooklyn,5/1/19,0.135,2500,1450
Crown Heights,Brooklyn,6/1/19,0.139,2500,1593
Crown Heights,Brooklyn,7/1/19,0.141,2598,1522
Crown Heights,Brooklyn,8/1/19,0.12,2600,1497
Crown Heights,Brooklyn,9/1/19,0.144,2600,1260
Crown Heights,Brooklyn,10/1/19,0.171,2585,922
Crown Heights,Brooklyn,11/1/19,0.165,2500,866
Crown Heights,Brooklyn,12/1/19,0.143,2500,869
Crown Heights,Brooklyn,1/1/20,0.122,2550,985
Crown Heights,Brooklyn,2/1/20,0.174,2638,858
Crown Heights,Brooklyn,3/1/20,0.144,2550,777
Crown Heights,Brooklyn,4/1/20,0.117,2500,703
Crown Heights,Brooklyn,5/1/20,0.196,2499,1203
Crown Heights,Brooklyn,6/1/20,0.181,2450,1756
Crown Heights,Brooklyn,7/1/20,0.224,2499,2026
Crown Heights,Brooklyn,8/1/20,0.257,2500,2350
Crown Heights,Brooklyn,9/1/20,0.276,2400,2390
Crown Heights,Brooklyn,10/1/20,0.218,2300,2231
Crown Heights,Brooklyn,11/1/20,0.204,2250,2007
Crown Heights,Brooklyn,12/1/20,0.131,2264,1884
Crown Heights,Brooklyn,1/1/21,0.117,2275,1934
Crown Heights,Brooklyn,2/1/21,0.102,2295,1648
Crown Heights,Brooklyn,3/1/21,0.124,2250,1738
Crown Heights,Brooklyn,4/1/21,0.085,2300,1847
Crown Heights,Brooklyn,5/1/21,0.102,2325,1920
Crown Heights,Brooklyn,6/1/21,0.117,2400,1970
Crown Heights,Brooklyn,7/1/21,0.092,2450,1905
Crown Heights,Brooklyn,8/1/21,0.097,2499,1756
Crown Heights,Brooklyn,9/1/21,0.068,2500,1182
Crown Heights,Brooklyn,10/1/21,0.09,2500,1250
Crown Heights,Brooklyn,11/1/21,0.1,2547,1138
Crown Heights,Brooklyn,12/1/21,0.076,2550,1095
Crown Heights,Brooklyn,1/1/22,0.104,2600,971
Crown Heights,Brooklyn,2/1/22,0.096,2699,779
Crown Heights,Brooklyn,3/1/22,0.085,2750,878
DUMBO,Brooklyn,1/1/19,0.21,4564,81
DUMBO,Brooklyn,2/1/19,0.171,4333,76
DUMBO,Brooklyn,3/1/19,0.111,4650,99
DUMBO,Brooklyn,4/1/19,0.144,4498,118
DUMBO,Brooklyn,5/1/19,0.185,4495,119
DUMBO,Brooklyn,6/1/19,0.136,4613,118
DUMBO,Brooklyn,7/1/19,0.128,4875,109
DUMBO,Brooklyn,8/1/19,0.088,4964,91
DUMBO,Brooklyn,9/1/19,0.146,4750,82
DUMBO,Brooklyn,10/1/19,0.101,4500,69
DUMBO,Brooklyn,11/1/19,0.159,4895,63
DUMBO,Brooklyn,12/1/19,0.13,4980,54
DUMBO,Brooklyn,1/1/20,0.089,4973,90
DUMBO,Brooklyn,2/1/20,0.138,5152,80
DUMBO,Brooklyn,3/1/20,0.197,4850,76
DUMBO,Brooklyn,4/1/20,0.194,4600,72
DUMBO,Brooklyn,5/1/20,0.272,4500,125
DUMBO,Brooklyn,6/1/20,0.333,4498,192
DUMBO,Brooklyn,7/1/20,0.336,4496,232
DUMBO,Brooklyn,8/1/20,0.351,4250,271
DUMBO,Brooklyn,9/1/20,0.275,4500,247
DUMBO,Brooklyn,10/1/20,0.286,4495,213
DUMBO,Brooklyn,11/1/20,0.231,4495,195
DUMBO,Brooklyn,12/1/20,0.122,4095,189
DUMBO,Brooklyn,1/1/21,0.171,4000,170
DUMBO,Brooklyn,2/1/21,0.129,3900,163
DUMBO,Brooklyn,3/1/21,0.068,3900,162
DUMBO,Brooklyn,4/1/21,0.079,4150,152
DUMBO,Brooklyn,5/1/21,0.109,4150,119
DUMBO,Brooklyn,6/1/21,0.033,4225,120
DUMBO,Brooklyn,7/1/21,0.055,4495,91
DUMBO,Brooklyn,8/1/21,0.034,4495,59
DUMBO,Brooklyn,9/1/21,0.038,4598,52
DUMBO,Brooklyn,10/1/21,0.082,4595,49
DUMBO,Brooklyn,11/1/21,0.064,4745,47
DUMBO,Brooklyn,12/1/21,0,4800,27
DUMBO,Brooklyn,1/1/22,0.019,4498,52
DUMBO,Brooklyn,2/1/22,0.034,4795,59
DUMBO,Brooklyn,3/1/22,0.075,5160,80
Ditmas Park,Brooklyn,1/1/19,0.148,2250,250
Ditmas Park,Brooklyn,2/1/19,0.157,2215,248
Ditmas Park,Brooklyn,3/1/19,0.107,2175,290
Ditmas Park,Brooklyn,4/1/19,0.156,2215,225
Ditmas Park,Brooklyn,5/1/19,0.105,2294,286
Ditmas Park,Brooklyn,6/1/19,0.104,2250,222
Ditmas Park,Brooklyn,7/1/19,0.153,2250,189
Ditmas Park,Brooklyn,8/1/19,0.157,2200,210
Ditmas Park,Brooklyn,9/1/19,0.134,2275,231
Ditmas Park,Brooklyn,10/1/19,0.118,2200,212
Ditmas Park,Brooklyn,11/1/19,0.131,2303,198
Ditmas Park,Brooklyn,12/1/19,0.145,2307,179
Ditmas Park,Brooklyn,1/1/20,0.096,2200,178
Ditmas Park,Brooklyn,2/1/20,0.176,2199,159
Ditmas Park,Brooklyn,3/1/20,0.143,2397,126
Ditmas Park,Brooklyn,4/1/20,0.059,2295,101
Ditmas Park,Brooklyn,5/1/20,0.16,2200,169
Ditmas Park,Brooklyn,6/1/20,0.192,2199,239
Ditmas Park,Brooklyn,7/1/20,0.117,2200,299
Ditmas Park,Brooklyn,8/1/20,0.238,2100,349
Ditmas Park,Brooklyn,9/1/20,0.167,2095,336
Ditmas Park,Brooklyn,10/1/20,0.24,1970,292
Ditmas Park,Brooklyn,11/1/20,0.182,1900,291
Ditmas Park,Brooklyn,12/1/20,0.138,1899,261
Ditmas Park,Brooklyn,1/1/21,0.148,1900,271
Ditmas Park,Brooklyn,2/1/21,0.112,1900,241
Ditmas Park,Brooklyn,3/1/21,0.109,1949,266
Ditmas Park,Brooklyn,4/1/21,0.104,1949,241
Ditmas Park,Brooklyn,5/1/21,0.102,2000,265
Ditmas Park,Brooklyn,6/1/21,0.123,2000,268
Ditmas Park,Brooklyn,7/1/21,0.079,1950,266
Ditmas Park,Brooklyn,8/1/21,0.158,2199,241
Ditmas Park,Brooklyn,9/1/21,0.074,2125,188
Ditmas Park,Brooklyn,10/1/21,0.118,2250,203
Ditmas Park,Brooklyn,11/1/21,0.087,2200,183
Ditmas Park,Brooklyn,12/1/21,0.078,2125,154
Ditmas Park,Brooklyn,1/1/22,0.051,2000,138
Ditmas Park,Brooklyn,2/1/22,0.04,2175,150
Ditmas Park,Brooklyn,3/1/22,0.076,2250,131
Douglaston,Queens,1/1/19,0,0,6
Douglaston,Queens,2/1/19,0,0,7
Douglaston,Queens,3/1/19,0,0,5
Douglaston,Queens,4/1/19,0,0,3
Douglaston,Queens,5/1/19,0,0,3
Douglaston,Queens,6/1/19,0,0,2
Douglaston,Queens,7/1/19,0,0,2
Douglaston,Queens,8/1/19,0,0,4
Douglaston,Queens,9/1/19,0,0,2
Douglaston,Queens,10/1/19,0,0,2
Douglaston,Queens,11/1/19,0,0,4
Douglaston,Queens,12/1/19,0,0,3
Douglaston,Queens,1/1/20,0,0,5
Douglaston,Queens,2/1/20,0,0,9
Douglaston,Queens,3/1/20,0,2400,10
Douglaston,Queens,4/1/20,0,0,9
Douglaston,Queens,5/1/20,0,0,7
Douglaston,Queens,6/1/20,0,0,6
Douglaston,Queens,7/1/20,0,0,6
Douglaston,Queens,8/1/20,0,0,6
Douglaston,Queens,9/1/20,0,0,4
Douglaston,Queens,10/1/20,0,0,4
Douglaston,Queens,11/1/20,0,0,4
Douglaston,Queens,12/1/20,0,0,4
Douglaston,Queens,1/1/21,0,0,3
Douglaston,Queens,2/1/21,0,0,2
Douglaston,Queens,3/1/21,0,0,4
Douglaston,Queens,4/1/21,0,0,4
Douglaston,Queens,5/1/21,0,0,3
Douglaston,Queens,6/1/21,0,0,6
Douglaston,Queens,7/1/21,0,0,3
Douglaston,Queens,8/1/21,0,0,2
Douglaston,Queens,9/1/21,0,0,5
Douglaston,Queens,10/1/21,0,0,3
Douglaston,Queens,11/1/21,0,0,2
Douglaston,Queens,12/1/21,0,0,3
Douglaston,Queens,1/1/22,0,0,2
Douglaston,Queens,2/1/22,0,0,2
Douglaston,Queens,3/1/22,0,0,5
Downtown Brooklyn,Brooklyn,1/1/19,0.182,3336,402
Downtown Brooklyn,Brooklyn,2/1/19,0.225,3299,408
Downtown Brooklyn,Brooklyn,3/1/19,0.302,3367,398
Downtown Brooklyn,Brooklyn,4/1/19,0.245,3480,424
Downtown Brooklyn,Brooklyn,5/1/19,0.216,3462,416
Downtown Brooklyn,Brooklyn,6/1/19,0.225,3500,422
Downtown Brooklyn,Brooklyn,7/1/19,0.199,3612,418
Downtown Brooklyn,Brooklyn,8/1/19,0.173,3645,381
Downtown Brooklyn,Brooklyn,9/1/19,0.279,3600,351
Downtown Brooklyn,Brooklyn,10/1/19,0.31,3500,352
Downtown Brooklyn,Brooklyn,11/1/19,0.331,3400,314
Downtown Brooklyn,Brooklyn,12/1/19,0.263,3366,274
Downtown Brooklyn,Brooklyn,1/1/20,0.182,3482,318
Downtown Brooklyn,Brooklyn,2/1/20,0.187,3440,273
Downtown Brooklyn,Brooklyn,3/1/20,0.179,3332,246
